Customer ID,Age,Gender,Item Purchased,product_category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,product id,Interaction type,Date,Heure,Month,Product Name,customer_category,Selling Price,Model Number,Image,Product Url,Is Amazon Seller,Sub Category,Shipping Weight (lbs),Length,Width,Height
446,42,Male,Boots,Footwear,29,Iowa,M,Olive,Fall,4.9,Yes,Standard,Yes,Yes,18,Venmo,Annually,d7098648e3572010c607138d09906a70,view,2023-09-09,10:00:00,2023-09,Lord of the Rings LCG: The Road Darkens,Toys & Games,23.96,MEC34,https://images-na.ssl-images-amazon.com/images/I/61Dp4s-e8CL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Lord-Rings-LCG-Road-Darkens/dp/161661885X,Y,Card Games,15.2,8.0,8.0,1.5
448,60,Male,Shorts,Clothing,82,Washington,S,Turquoise,Spring,3.6,Yes,Standard,Yes,Yes,7,Bank Transfer,Every 3 Months,ea790c8ff8e5cbdfebabdd43bdf4adf5,view,2023-11-09,10:00:00,2023-11,"""Happy New Year"" Silver Plastic Bling Necklace | Party Accessory, 6 Ct",Toys & Games,14.15,396431,https://images-na.ssl-images-amazon.com/images/I/31Xj1Zut6nL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Happy-Silver-Plastic-Necklace-Accessory/dp/B07NW8ZGVN,Y,Party Favors,9.6,7.4,5.5,2.4
449,32,Male,Gloves,Accessories,23,Missouri,M,Yellow,Summer,3.4,Yes,Next Day Air,Yes,Yes,35,Bank Transfer,Fortnightly,96ae3a263bcae1ffd757103d9b936e24,like,2023-12-09,10:00:00,2023-12,"Marvel Avengers 2-In-1 Muscle Chest Hulk/Captain America Deluxe Costume, Small","Clothing, Shoes & Jewelry",24.42,620023_S,https://images-na.ssl-images-amazon.com/images/I/41ybQEqniCL.jpg|https://images-na.ssl-images-amazon.com/images/I/61YX%2Brr3oWL.jpg|https://images-na.ssl-images-amazon.com/images/I/41HXPp1LNEL.jpg|https://images-na.ssl-images-amazon.com/images/I/41jDI72r7LL.jpg|https://images-na.ssl-images-amazon.com/images/I/516mmCpZ9UL.jpg|https://images-na.ssl-images-amazon.com/images/I/51ZwQkLFwbL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Marvel-Avengers-Captain-America-Costume/dp/B00HA4YM80,Y,Costumes,12.8,18.0,12.0,3.0
451,25,Male,Boots,Footwear,21,Connecticut,L,Beige,Summer,2.7,Yes,Store Pickup,Yes,Yes,19,Credit Card,Monthly,fc9698fb20c8cfbd2d1fb4ed51c8e7f7,purchase,2023-09-14,10:00:00,2023-09,Style Me Up! Candy Pop to Go Cupcake Purple,Toys & Games,7.63,SMU-11360,https://images-na.ssl-images-amazon.com/images/I/51sUAM5e7nL.jpg|https://images-na.ssl-images-amazon.com/images/I/51Fv8F589xL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Style-Me-Up-Cupcake-Purple/dp/B071YD1HCM,Y,Jewelry,5.6,15.8,2.5,5.1
452,66,Male,Jewelry,Accessories,31,Virginia,M,Pink,Summer,4.3,Yes,Express,Yes,Yes,26,Credit Card,Fortnightly,d74cd8ac495b66c6a89a62d9a7f90c7b,view,2023-09-15,10:00:00,2023-09,Rise of The Teenage Mutant Ninja Turtle Donatello Side Flip Ninja Attack Deluxe Figure,Unknown,10.47,81402,https://images-na.ssl-images-amazon.com/images/I/51oan5fJC3L.jpg|https://images-na.ssl-images-amazon.com/images/I/519r0Dz-QDL.jpg|https://images-na.ssl-images-amazon.com/images/I/41beLmRvRWL.jpg|https://images-na.ssl-images-amazon.com/images/I/415s0Q7TooL.jpg|https://images-na.ssl-images-amazon.com/images/I/51h9r9oeTjL.jpg|https://images-na.ssl-images-amazon.com/images/I/51q6B8wws2L.jpg|https://images-na.ssl-images-amazon.com/images/I/51sGUIVoFPL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Rise-Teenage-Mutant-Ninja-Turtles/dp/B07DNX9752,Y,Unknown,9.0,4.5,2.0,9.0
453,45,Male,Pants,Clothing,45,Missouri,M,Violet,Summer,3.3,Yes,Express,Yes,Yes,39,PayPal,Fortnightly,c417809e737d83bba1afeb09defd2935,like,2023-09-16,10:00:00,2023-09,DJECO Batasaurus,Toys & Games,8.52,35136A,https://images-na.ssl-images-amazon.com/images/I/51-y%2BbzewhL.jpg|https://images-na.ssl-images-amazon.com/images/I/41TEuc0KS8L.jpg|https://images-na.ssl-images-amazon.com/images/I/410d%2B4r1yYL.jpg|https://images-na.ssl-images-amazon.com/images/I/41--qc4iQWL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Djeco-batasaurus-Card-Game-35136-a/dp/B01DF4TETA,Y,Card Games,6.4,7.1,3.8,1.2
455,37,Male,Jacket,Outerwear,97,New Jersey,S,Gold,Summer,3.2,Yes,Next Day Air,Yes,Yes,14,Cash,Bi-Weekly,ca60bfaf525369543188f03b98d5d75e,purchase,2023-09-18,10:00:00,2023-09,BathBlocks STEM Floating Construction Set,Toys & Games,24.99,24050,https://images-na.ssl-images-amazon.com/images/I/51SkAy2PreL.jpg|https://images-na.ssl-images-amazon.com/images/I/51Wr7ghvGYL.jpg|https://images-na.ssl-images-amazon.com/images/I/51DmFC%2Bn2%2BL.jpg|https://images-na.ssl-images-amazon.com/images/I/51i1HJXPHoL.jpg|https://images-na.ssl-images-amazon.com/images/I/51WfiR3W3sL.jpg|https://images-na.ssl-images-amazon.com/images/I/51txkVCG3uL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/BathBlocks-STEM-Floating-Construction-Set/dp/B07V21FT6H,Y,Building Toys,9.6,11.0,8.0,5.0
457,50,Male,Blouse,Clothing,96,North Carolina,S,Indigo,Fall,4.0,Yes,2-Day Shipping,Yes,Yes,33,Credit Card,Quarterly,eeb4ac09dffafbae6c754c4e17e54563,view,2023-09-20,10:00:00,2023-09,COBI Historical Collection Battleship Tirpitz,Toys & Games,149.99,4809,https://images-na.ssl-images-amazon.com/images/I/51cGDkwAKfL.jpg|https://images-na.ssl-images-amazon.com/images/I/51k3oR6v4PL.jpg|https://images-na.ssl-images-amazon.com/images/I/41iRlGr80vL.jpg|https://images-na.ssl-images-amazon.com/images/I/41ETWgWObWL.jpg|https://images-na.ssl-images-amazon.com/images/I/51Ghc6Lx1aL.jpg|https://images-na.ssl-images-amazon.com/images/I/51gl2kQ0ygL.jpg|https://images-na.ssl-images-amazon.com/images/I/51JHPDEdoJL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/COBI-Historical-Collection-Battleship-Tirpitz/dp/B07HZ324QJ,Y,Model Kits,6.31,27.2,3.1,12.6
458,25,Male,Gloves,Accessories,99,Rhode Island,M,Blue,Spring,4.9,Yes,Next Day Air,Yes,Yes,48,Debit Card,Every 3 Months,4b0f70af46f6e939e6166a6dd5eeb125,like,2023-09-21,10:00:00,2023-09,Create-A-Scene Magnetic Playset - Dinosaurs,Toys & Games,9.29,7131,https://images-na.ssl-images-amazon.com/images/I/61vh7Hm8FrL.jpg|https://images-na.ssl-images-amazon.com/images/I/61b1IoG6LrL.jpg|https://images-na.ssl-images-amazon.com/images/I/61xwf4Ir-ML.jpg|https://images-na.ssl-images-amazon.com/images/I/61RZcmdqBsL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/PlayMonster-7131-Create-A-Scene-Magnetic-Playset/dp/B00155GNSM,Y,Magnetic & Felt Playboards,14.4,14.0,9.0,0.2
459,47,Male,Shorts,Clothing,91,Arkansas,L,Black,Winter,4.0,Yes,2-Day Shipping,Yes,Yes,48,PayPal,Monthly,5cb38d6335013f8f1a9b5c4700d1d326,view,2023-09-22,10:00:00,2023-09,Star Trek Frontiers (Star Trek Themed Mage Knight) Board Game,Toys & Games,53.95,72050,https://images-na.ssl-images-amazon.com/images/I/51EQDt70AHL.jpg|https://images-na.ssl-images-amazon.com/images/I/611Pj67s6DL.jpg|https://images-na.ssl-images-amazon.com/images/I/51QdFZYkGDL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Star-Frontiers-Themed-Knight-Board/dp/B01HIURHW8,Y,Board Games,3.5,15.5,11.2,20.0
460,63,Male,Hat,Accessories,30,Maryland,L,Black,Winter,3.8,Yes,Standard,Yes,Yes,27,PayPal,Fortnightly,804c9155f31ee81aa93143d96b82a7a6,like,2023-09-23,10:00:00,2023-09,Small World Toys Fashion - Bead Gallery Craft Kit,Toys & Games,9.99,9725412,https://images-na.ssl-images-amazon.com/images/I/61tDTo69KML.jpg|https://images-na.ssl-images-amazon.com/images/I/41cWmYz5e7L.jpg|https://images-na.ssl-images-amazon.com/images/I/41ndWiwGSDL.jpg|https://images-na.ssl-images-amazon.com/images/I/41HqM8j0TML.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Small-World-Toys-Fashion-Gallery/dp/B005HYE3ES,Y,Jewelry,1.0,10.0,2.5,10.0
461,64,Male,Shoes,Footwear,65,South Carolina,L,Teal,Summer,3.7,Yes,Store Pickup,Yes,Yes,27,Bank Transfer,Weekly,2b5bae68de4270ab34625cd49eb8a511,like,2023-09-24,10:00:00,2023-09,"Neon Super Hero Mask, Party Accessory","Clothing, Shoes & Jewelry",4.99,395937,https://images-na.ssl-images-amazon.com/images/I/319Ap6M3tbL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Neon-Super-Hero-Party-Accessory/dp/B014B220TG,Y,Masks,0.64,3.8,7.4,0.5
462,18,Male,Boots,Footwear,93,Ohio,M,Yellow,Winter,3.9,Yes,Express,Yes,Yes,20,Venmo,Weekly,800e0ec11379fa8948cd9d78eee1dfff,purchase,2023-09-25,10:00:00,2023-09,Tamiya 14137 1/12 Street Motorcycle Rider Plastic Model Kit,Toys & Games,18.7,TAM14137,https://images-na.ssl-images-amazon.com/images/I/31Vue0cP4OL.jpg|https://images-na.ssl-images-amazon.com/images/I/41puDp1KdHL.jpg|https://images-na.ssl-images-amazon.com/images/I/41zApOirL3L.jpg|https://images-na.ssl-images-amazon.com/images/I/41EsO1ASrpL.jpg|https://images-na.ssl-images-amazon.com/images/I/51oQrPpMvDL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Tamiya-14137-Street-Motorcycle-Plastic/dp/B07XBJJ1KY,Y,Motorcycle Kits,6.4,11.4,7.5,1.8
464,37,Male,Jewelry,Accessories,81,Georgia,S,Orange,Summer,2.7,Yes,Standard,Yes,Yes,29,Venmo,Weekly,fc76bacb3b74ae68f86fc60a80053cf5,like,2023-09-27,10:00:00,2023-09,Barbie Complete Looks Wonder Woman Fashion FXK83,Toys & Games,4.99,FXK83,https://images-na.ssl-images-amazon.com/images/I/51wAqO8T1mL.jpg|https://images-na.ssl-images-amazon.com/images/I/5187VOK-sQL.jpg|https://images-na.ssl-images-amazon.com/images/I/51iEC1tWACL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Barbie-Complete-Wonder-Fashion-FXK83/dp/B07DQ32D2H,Y,Playsets,2.4,9.0,1.0,4.5
465,23,Male,Sunglasses,Accessories,52,Alabama,M,Silver,Winter,4.7,Yes,Next Day Air,Yes,Yes,45,PayPal,Monthly,122efd61f2d945c53b6c359846136062,purchase,2023-09-28,10:00:00,2023-09,Rubie's Women's Batman v Superman: Dawn of Justice Wonder Woman Costume Top,"Clothing, Shoes & Jewelry",18.22,810909,https://images-na.ssl-images-amazon.com/images/I/41pRqDg-oXL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Rubies-Womens-Batman-Superman-Justice/dp/B019K83AJA,Y,Costumes,5.6,14.7,10.3,0.5
466,54,Male,Skirt,Clothing,88,Oklahoma,M,Pink,Summer,2.8,Yes,Next Day Air,Yes,Yes,25,Cash,Quarterly,b47ca8eae8e6379f5a5104574833bd66,purchase,2023-09-29,10:00:00,2023-09,CMON Bloodborne,Toys & Games,26.63,BBN001,https://images-na.ssl-images-amazon.com/images/I/51Uq3XUO9FL.jpg|https://images-na.ssl-images-amazon.com/images/I/510PCdwDWgL.jpg|https://images-na.ssl-images-amazon.com/images/I/51pVcdkZAtL.jpg|https://images-na.ssl-images-amazon.com/images/I/51bEUvDfKAL.jpg|https://images-na.ssl-images-amazon.com/images/I/51XBOGR6KkL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/CMON-BBN001-Bloodborne/dp/B01HYVKY80,Y,Card Games,2.6,9.8,9.8,2.2
467,38,Male,Jeans,Clothing,24,Vermont,L,Turquoise,Winter,4.6,Yes,Free Shipping,Yes,Yes,25,PayPal,Weekly,86090a638af0c59430e7bf3fa2c89921,view,2023-09-30,10:00:00,2023-09,"DII Collapsible Polyester Storage Basket or Bin with Durable Cotton Handles, Home Organizer Solution for Office, Bedroom Closet, Toys, Laundry, Large, Aqua",Unknown,16.91,CAMZ10046,https://images-na.ssl-images-amazon.com/images/I/51O1bN34rtL.jpg|https://images-na.ssl-images-amazon.com/images/I/61WO2YiA0VL.jpg|https://images-na.ssl-images-amazon.com/images/I/61Ky0lfb5rL.jpg|https://images-na.ssl-images-amazon.com/images/I/41B0s0fiOsL.jpg|https://images-na.ssl-images-amazon.com/images/I/41pei6fK0LL.jpg|https://images-na.ssl-images-amazon.com/images/I/51OEXvrhYjL.jpg|https://images-na.ssl-images-amazon.com/images/I/71io4R8BnRL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/DII-Collapsible-Polyester-Organizer-Solution/dp/B076HN8JPD,Y,Unknown,1.15,18.0,15.0,12.0
468,19,Male,Backpack,Accessories,51,Nebraska,S,Orange,Spring,4.5,Yes,2-Day Shipping,Yes,Yes,37,Debit Card,Every 3 Months,d9128b943775533a855a2457eb1e3401,like,2023-01-10,10:00:00,2023-01,ERTL Big Farm Logging Truck with Pup Trailer & Logs,Toys & Games,72.99,46720,https://images-na.ssl-images-amazon.com/images/I/410ps36bsQL.jpg|https://images-na.ssl-images-amazon.com/images/I/41Z3RcCqpuL.jpg|https://images-na.ssl-images-amazon.com/images/I/41fPUVykZWL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/ERTL-46720-Peterbilt-Logging-Multicolor/dp/B07B3246SN,Y,Vehicles,6.35,34.8,7.0,9.8
469,34,Male,Backpack,Accessories,38,Georgia,S,Peach,Fall,5.0,Yes,Free Shipping,Yes,Yes,16,Cash,Quarterly,39478c1f7ef6ebefe5b8e7fb39b47a8e,view,2023-02-10,10:00:00,2023-02,"Jada Toys Fast & Furious Brian's Ford F-150 SVT Lightning, 1:24 Scale Die-Cast Vehicle, Red",Toys & Games,17.6,99574,https://images-na.ssl-images-amazon.com/images/I/41SpHrudkdL.jpg|https://images-na.ssl-images-amazon.com/images/I/31ruLBXxkUL.jpg|https://images-na.ssl-images-amazon.com/images/I/41HJNybyjKL.jpg|https://images-na.ssl-images-amazon.com/images/I/41yqckhwdtL.jpg|https://images-na.ssl-images-amazon.com/images/I/31W7jrw2CpL.jpg|https://images-na.ssl-images-amazon.com/images/I/31BwOSGhnnL.jpg|https://images-na.ssl-images-amazon.com/images/I/41qXhZV5pkL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Jada-Furious-Lightning-Die-Cast-Collectible/dp/B07GDVQ4BB,Y,Play Vehicles,1.37,8.8,3.2,3.0
472,55,Male,Scarf,Accessories,72,Missouri,XL,White,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,36,Bank Transfer,Quarterly,3540c0a24abfe24acd2a323c9d4864f4,purchase,2023-05-10,10:00:00,2023-05,"Creative Co-op Green & Grey Plush Dinosaur Rattles (Set of 3 Styles) Toys, Green",Toys & Games,39.99,DF1924SET,https://images-na.ssl-images-amazon.com/images/I/216PUJ%2BDFwL.jpg|https://images-na.ssl-images-amazon.com/images/I/313IjXmunAL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Creative-Co-op-Dinosaur-Rattles-Styles/dp/B07VK1TH6S,Y,Stuffed Animals & Teddy Bears,2.08,2.0,6.0,7.5
473,20,Male,Jeans,Clothing,39,Georgia,L,Gray,Winter,3.9,Yes,Free Shipping,Yes,Yes,3,Bank Transfer,Quarterly,100b6e625e05e74635fc1481067b09d2,view,2023-06-10,10:00:00,2023-06,Shopkins Season 8 USA Hotdog Stand Playset,Toys & Games,16.88,56528,https://images-na.ssl-images-amazon.com/images/I/61Am0nZTY5L.jpg|https://images-na.ssl-images-amazon.com/images/I/61rQa80KtAL.jpg|https://images-na.ssl-images-amazon.com/images/I/61LByWJML8L.jpg|https://images-na.ssl-images-amazon.com/images/I/51GeG6zjwtL.jpg|https://images-na.ssl-images-amazon.com/images/I/51TJwdIp5fL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Shopkins-Season-Hotdog-Stand-Playset/dp/B06XFBZMS6,Y,Playsets,1.0,2.7,8.5,7.3
474,34,Male,Coat,Outerwear,42,West Virginia,L,Olive,Spring,3.9,Yes,Store Pickup,Yes,Yes,29,PayPal,Every 3 Months,97161ffe82d6bd9c701229fcdcc347b5,like,2023-07-10,10:00:00,2023-07,"Kinetic Sand, Sandisfying Set with 2lbs of Sand & 10 Tools, for Kids Aged 3 & Up",Toys & Games,19.97,6047231,https://images-na.ssl-images-amazon.com/images/I/61YcXdGgvlL.jpg|https://images-na.ssl-images-amazon.com/images/I/51nbrviplxL.jpg|https://images-na.ssl-images-amazon.com/images/I/41H2TUb-SBL.jpg|https://images-na.ssl-images-amazon.com/images/I/51S%2Bu7TiTIL.jpg|https://images-na.ssl-images-amazon.com/images/I/41E65%2Bs%2B0lL.jpg|https://images-na.ssl-images-amazon.com/images/I/515FVeaiq9L.jpg|https://images-na.ssl-images-amazon.com/images/I/71LfqcClcWL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Kinetic-Sand-Sandtastic-Playset-Tools/dp/B07M5TPM8Q,Y,Beach Toys,3.04,2.6,12.0,11.0
475,62,Male,Sweater,Clothing,76,Arkansas,XL,Maroon,Summer,2.6,Yes,2-Day Shipping,Yes,Yes,15,Cash,Quarterly,2f868132d7ee90e0ff145a36a80dbcd8,purchase,2023-08-10,10:00:00,2023-08,"Rubie's Marvel Avengers: Infinity War Deluxe Teen Groot Child's Costume, Medium",Toys & Games,21.6,641058,https://images-na.ssl-images-amazon.com/images/I/41Kc051QIpL.jpg|https://images-na.ssl-images-amazon.com/images/I/51Mw0xcXAVL.jpg|https://images-na.ssl-images-amazon.com/images/I/51-MNUhTXhL.jpg|https://images-na.ssl-images-amazon.com/images/I/51ZwQkLFwbL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Rubies-Marvel-Avengers-Infinity-Costume/dp/B0797LKBG2,Y,Costumes,1.05,17.0,14.0,3.0
476,21,Male,Sneakers,Footwear,66,Ohio,L,Magenta,Summer,2.7,Yes,Free Shipping,Yes,Yes,18,Debit Card,Annually,001ea8215e519a8388c1f1574662550e,purchase,2023-10-10,08:00:00,2023-10,AMERICAN GREETINGS Rainbow Latex Balloons| Pack of 20 | Party Decor,Home & Kitchen,10.17,113255.99,https://images-na.ssl-images-amazon.com/images/I/31acE6aVlEL.jpg|https://images-na.ssl-images-amazon.com/images/I/51QjJ-aXQOL.jpg|https://images-na.ssl-images-amazon.com/images/I/41%2BZZwfovbL.jpg|https://images-na.ssl-images-amazon.com/images/I/61RTaRunngL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/American-Greetings-Rainbow-Latex-Balloons/dp/B00AEIFXVE,Y,Birthday Candles,1.6,7.5,5.5,0.4
478,42,Male,Sweater,Clothing,56,North Dakota,M,Green,Summer,3.7,Yes,Free Shipping,Yes,Yes,49,Debit Card,Weekly,79e3f1d7df90f458b44dae0a73c90cf0,like,2023-12-10,08:00:00,2023-12,"Airfix Quickbuild A01304V Air fix Vintage Classics Churchill MK VII Tank 1, 76 Military Ground Vehicle Plastic Model Kit, Gray",Unknown,7.99,A01304V,https://images-na.ssl-images-amazon.com/images/I/51P3HWxRdJL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Airfix-Quickbuild-A01304V-Classics-Churchill/dp/B07D5RKGB7,Y,Unknown,0.64,4.0,2.0,3.0
479,35,Male,Jewelry,Accessories,43,Kansas,XL,Turquoise,Winter,3.2,Yes,Free Shipping,Yes,Yes,48,Venmo,Annually,0b2fbf8879eec6882103a84ada7d4565,view,2023-10-10,08:00:00,2023-10,Disney Pixar Cars Deluxe Van Scanlane,Toys & Games,8.4,DXV95,https://images-na.ssl-images-amazon.com/images/I/512djzBBxFL.jpg|https://images-na.ssl-images-amazon.com/images/I/51fDc8p-pCL.jpg|https://images-na.ssl-images-amazon.com/images/I/51QnSp-Oq1L.jpg|https://images-na.ssl-images-amazon.com/images/I/51BtN3KCSOL.jpg|https://images-na.ssl-images-amazon.com/images/I/51a6vGFlA2L.jpg|https://images-na.ssl-images-amazon.com/images/I/51SA5di50rL.jpg|https://images-na.ssl-images-amazon.com/images/I/51L5qoip0PL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Disney-Cars-Deluxe-Dinoco-Scanlane/dp/B0751HLNFS,Y,Toy Vehicles,9.8,2.6,6.5,8.5
482,46,Male,Hat,Accessories,88,Wisconsin,L,Peach,Fall,3.2,Yes,2-Day Shipping,Yes,Yes,10,PayPal,Fortnightly,f4c61a5053a6a67652a5e28906640b22,purchase,2023-10-13,08:00:00,2023-10,World of Nintendo Mario Bros U Boo Plush,Video Games,11.99,83397,https://images-na.ssl-images-amazon.com/images/I/41NsiFoa2NL.jpg|https://images-na.ssl-images-amazon.com/images/I/41gHJxNq3SL.jpg|https://images-na.ssl-images-amazon.com/images/I/418zGhQzTML.jpg|https://images-na.ssl-images-amazon.com/images/I/31CUkoFe0DL.jpg|https://images-na.ssl-images-amazon.com/images/I/31KX%2BVGAqrL.jpg|https://images-na.ssl-images-amazon.com/images/I/41CanbzU9rL.jpg|https://images-na.ssl-images-amazon.com/images/I/41Bxxx2y%2BhL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/World-Nintendo-Mario-Bros-Plush/dp/B00RPDS47G,Y,Games,1.6,5.0,5.0,5.0
483,41,Male,Belt,Accessories,42,Connecticut,M,Yellow,Winter,2.5,Yes,2-Day Shipping,Yes,Yes,11,Venmo,Annually,d67a78fdd5dfd3b059c72c32b6177194,view,2023-10-14,08:00:00,2023-10,amscan Antler Glitter Plastic Fun Shades | Christmas Favor,"Clothing, Shoes & Jewelry",6.99,392309,https://images-na.ssl-images-amazon.com/images/I/41xQMiEoszL.jpg|https://images-na.ssl-images-amazon.com/images/I/41JE0aMcbVL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Antler-Glitter-Plastic-Shades-Christmas/dp/B00FA5RHLK,Y,Accessories,0.32,4.8,7.6,1.4
484,23,Male,Hoodie,Clothing,73,Oklahoma,M,White,Fall,3.9,Yes,Store Pickup,Yes,Yes,12,Debit Card,Weekly,a97f991fac7370f7f1026a1197591c71,like,2023-10-15,08:00:00,2023-10,Disguise Yellow Ranger Beast Morpher Deluxe Girls' Costume,Toys & Games,11.66,13492L,https://images-na.ssl-images-amazon.com/images/I/310FoppaZZL.jpg|https://images-na.ssl-images-amazon.com/images/I/31-KaO2cnPL.jpg|https://images-na.ssl-images-amazon.com/images/I/41OVoqadSHL.jpg|https://images-na.ssl-images-amazon.com/images/I/41T0fOIIwAL.jpg|https://images-na.ssl-images-amazon.com/images/I/414mGiyd%2BqL.jpg|https://images-na.ssl-images-amazon.com/images/I/41IZYEN3-8L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Disguise-Yellow-Ranger-Morphers-Costume/dp/B07NDZPPC8,Y,Costumes,12.8,42.0,14.0,0.9
485,68,Male,Hat,Accessories,73,Missouri,L,Lavender,Summer,4.7,Yes,Free Shipping,Yes,Yes,28,Bank Transfer,Quarterly,9b4e518ecbf2de1b36fa8663ee86a010,view,2023-10-16,08:00:00,2023-10,"HQ Flowtail Delta 600 XL- 79 Inch Single - Line Sport Kite, Color: Rainbow - Active Outdoor Fun for Ages 12 and Up",Toys & Games,64.35,106142,https://images-na.ssl-images-amazon.com/images/I/41QHRzHdKzL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/HQ-Flowtail-Delta-Inch-Single/dp/B001TKAA64,Y,Kites,1.55,3.0,5.0,42.0
486,48,Male,Shoes,Footwear,44,Tennessee,S,Blue,Spring,2.6,Yes,Next Day Air,Yes,Yes,36,Debit Card,Fortnightly,5b981f3e3beda9ebb63c865f2ce7cd78,like,2023-10-17,08:00:00,2023-10,Harry Potter 9 & 3/4 Platform Soft Touch Magnet,Toys & Games,5.98,48069,https://images-na.ssl-images-amazon.com/images/I/51PNAWI88BL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/HARRY-POTTER-Platform-Touch-Magnet/dp/B07FMMS6S7,Y,Novelty & Gag Toys,0.64,2.5,0.2,2.5
487,38,Male,Sandals,Footwear,63,New Mexico,M,Charcoal,Fall,2.8,Yes,Store Pickup,Yes,Yes,37,Venmo,Every 3 Months,83e1df7906eaa2373b7d8d0c825046a7,like,2023-10-18,08:00:00,2023-10,J Concepts 0311 Finnisher - RC8T3/RC8T3E Clear Body,Toys & Games,35.89,JCO0311,https://images-na.ssl-images-amazon.com/images/I/41TEvq%2Bz9jL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Finnisher-Clear-Body-RC8T3-RC8T3e/dp/B01LE72DMA,Y,Remote & App Controlled Vehicle Parts,9.6,19.0,9.0,5.5
